id,title,domainKey,domainLabel,relatedIndicationKey,relatedIndicationLabel,screeningRiskTarget,minAgeMonth,maxAgeMonth,ageRange,difficulty,estimatedDurationMinutes,recommendedFrequencyPerWeek,materials,description,purpose,steps,successIndicator,observationScoreGuide,safetyNotes,sourceNote
ACT-024,Membuka Buku Tebal,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,15,18,15-18 bulan,Mudah,5,4,board book/buku tebal bergambar,Aktivitas stimulasi rumah untuk usia 15-18 bulan yang membantu anak berlatih: membalik halaman buku tebal satu per satu.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan board book/buku tebal bergambar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: membalik halaman buku tebal satu per satu. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu membalik halaman buku tebal satu per satu secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-025,Melempar Bola Kecil,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,15,18,15-18 bulan,Mudah,5,4,bola kain atau bola plastik ringan,Aktivitas stimulasi rumah untuk usia 15-18 bulan yang membantu anak berlatih: melempar bola ke arah orang tua dari jarak dekat.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan bola kain atau bola plastik ringan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melempar bola ke arah orang tua dari jarak dekat. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melempar bola ke arah orang tua dari jarak dekat secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-026,Menunjuk Benda Familiar,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,15,18,15-18 bulan,Mudah,5,5,3 benda rumah familiar,Aktivitas stimulasi rumah untuk usia 15-18 bulan yang membantu anak berlatih: menunjuk benda yang disebutkan dengan benar.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan 3 benda rumah familiar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menunjuk benda yang disebutkan dengan benar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menunjuk benda yang disebutkan dengan benar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-027,Makan Camilan Sendiri,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,15,18,15-18 bulan,Mudah,5,4,camilan aman sesuai usia,Aktivitas stimulasi rumah untuk usia 15-18 bulan yang membantu anak berlatih: mengambil dan memasukkan camilan ke mulut sendiri.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan camilan aman sesuai usia di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengambil dan memasukkan camilan ke mulut sendiri. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengambil dan memasukkan camilan ke mulut sendiri secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan makanan sesuai usia dan tidak berisiko tersedak.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-028,Menarik Mainan Bertali,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,15,18,15-18 bulan,Mudah,5,4,mainan bertali pendek yang aman,Aktivitas stimulasi rumah untuk usia 15-18 bulan yang membantu anak berlatih: menarik mainan sambil berjalan beberapa langkah.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan mainan bertali pendek yang aman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menarik mainan sambil berjalan beberapa langkah. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menarik mainan sambil berjalan beberapa langkah secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-029,Menunjuk 3 Bagian Tubuh,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,18,21,18-21 bulan,Mudah,5,5,cermin atau tubuh anak sendiri,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menunjuk minimal tiga bagian tubuh saat disebutkan.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan cermin atau tubuh anak sendiri di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menunjuk minimal tiga bagian tubuh saat disebutkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menunjuk minimal tiga bagian tubuh saat disebutkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-030,Menendang Bola Besar,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,18,21,18-21 bulan,Mudah,5,4,bola plastik besar,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menendang bola yang diam tanpa jatuh.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan bola plastik besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menendang bola yang diam tanpa jatuh. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menendang bola yang diam tanpa jatuh secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-031,Makan Menggunakan Sendok,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,sendok anak dan makanan padat lembut,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menyuap makanan menggunakan sendok walau masih berantakan.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan sendok anak dan makanan padat lembut di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyuap makanan menggunakan sendok walau masih berantakan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyuap makanan menggunakan sendok walau masih berantakan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan makanan sesuai usia dan tidak berisiko tersedak.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-032,Menyusun Puzzle Pegangan Besar,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,puzzle kayu pegangan besar 2-3 keping,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: memasukkan keping puzzle ke tempat yang sesuai.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan puzzle kayu pegangan besar 2-3 keping di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasukkan keping puzzle ke tempat yang sesuai. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasukkan keping puzzle ke tempat yang sesuai secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-033,Mengucapkan Nama Benda,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,18,21,18-21 bulan,Mudah,5,5,"benda familiar seperti bola, mobil, susu",Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menyebut atau menirukan nama benda familiar.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.","Siapkan benda familiar seperti bola, mobil, susu di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut atau menirukan nama benda familiar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu menyebut atau menirukan nama benda familiar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-034,Naik Turun Permukaan Rendah,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,18,21,18-21 bulan,Mudah,5,4,matras atau anak tangga rendah dengan pengawasan,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: naik dan turun dari permukaan rendah dengan bantuan minimal.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan matras atau anak tangga rendah dengan pengawasan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: naik dan turun dari permukaan rendah dengan bantuan minimal. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu naik dan turun dari permukaan rendah dengan bantuan minimal secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-035,Mencocokkan Pasangan Gambar,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,dua pasang kartu gambar identik,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: mencocokkan gambar yang sama.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan dua pasang kartu gambar identik di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mencocokkan gambar yang sama. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mencocokkan gambar yang sama secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-036,Memindahkan Air dengan Gelas,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,dua gelas plastik dan sedikit air,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menuang air dari satu gelas ke gelas lain dengan bantuan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan dua gelas plastik dan sedikit air di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menuang air dari satu gelas ke gelas lain dengan bantuan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menuang air dari satu gelas ke gelas lain dengan bantuan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-037,Meniru Garis Vertikal,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,kertas dan krayon,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: meniru goresan garis vertikal setelah dicontohkan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan krayon di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru goresan garis vertikal setelah dicontohkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru goresan garis vertikal setelah dicontohkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-038,Menunggu Giliran Singkat,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,bola atau mainan bergilir,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menunggu giliran selama beberapa detik sebelum bermain.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan bola atau mainan bergilir di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menunggu giliran selama beberapa detik sebelum bermain. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menunggu giliran selama beberapa detik sebelum bermain secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-039,Menyelesaikan Perintah Ambil Bola,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,18,21,18-21 bulan,Mudah,5,5,bola dan keranjang,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: mengambil bola saat diminta tanpa isyarat berlebihan.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan bola dan keranjang di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengambil bola saat diminta tanpa isyarat berlebihan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengambil bola saat diminta tanpa isyarat berlebihan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-040,Memasukkan Manik Besar,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,18,21,18-21 bulan,Mudah,5,4,manik besar dan wadah,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: memindahkan manik besar ke wadah satu per satu.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan manik besar dan wadah di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memindahkan manik besar ke wadah satu per satu. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memindahkan manik besar ke wadah satu per satu secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
